,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,Current Price,Shares Outstanding
368,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,34.43,24.44,1.66,5.3064995,0.06867000,0.10674,0.14878,0.22979,34.43,10310000000.0,22.107693,22.107693,4.02,0.15003002,0.15003002,6100000000.0,2160000000.0,711840000.0,427490000.0,2.34,0.038,0.089,529100000.0,6.417,2.463,2.591,10.832,488830000.0,0.633988,0.00888000,0.935,11900000.0,8.98,0.073929,10730000.0,N/A,57.48,180160000.0
369,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,33.554,11.62,0.49,1.4290565,0.04316999,0.06638,0.0771,0.12505999,33.554,1340000000.0,11.145696,11.145696,4.01,0.300377,0.300377,2710000000.0,771830000.0,263390000.0,117490000.0,1.441,0.222,0.014,212910000.0,3.163,0.775,2.525,11.777,210410000.0,1.02009,0.08807000,0.956,8660000.0,3.23,0.149915,9190000.0,N/A,16.83,72530000.0
370,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,95.145,45.23,3.12,2.9423127,0.06989,0.17767,0.04015999,0.0692,28.486,29290000000.0,18.404165,18.404165,1.66,0.14126062,0.14126062,9240000000.0,3010000000.0,2380000000.0,1.959,1.959,1.415,0.034,1930000000.0,2.133,9510000000.0,1.086,30.024,1990000000.0,0.813693,0.01014000,0.845,2410000.0,1.42,0.007367,2550000.0,N/A,88.34,330580000.0
371,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,40.905,204.96,1.18,0.8766554,0.00567,0.04927,0.01253,0.00439,20.18,8270000000.0,0.00567,0.00567,0.10611778,0.10611778,0.10611778,7160000000.0,35800000.0,1070000000.0000001,40100000.0,0.115,0.057,0.057,1270000000.0,1.924,3950000000.0,1.969,27.411,1150000000.0,1.4266,0.05404,0.85800004,17780000.0,4.37,0.056441,17020000.0,N/A,24.03,351020000.0
372,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,38.78,N/A,2.54,1.6550151,0.09163000,0.21482,0.04074999,0.05235,13.022,17690000000.0,28.529917,28.529917,25.94,0.17542541,0.17542541,6710000000.0,2940000000.0,2680000000.0,1.195,1.195,0.119,0.135,2790000000.0,5.57,4620000000.0,3.091,20.169,2630000000.0,0.287982,0.00134000,0.80300003,8189999.999999999,1.66,0.017577,8800000.0,N/A,33.38,533230000.0
373,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,35.345,N/A,4.86,1.7690758,0.13527,0.0253,0.00232,0.00351000,12.73,10610000000.0,36.79042,36.79042,3.28,0.22152787,0.22152787,1860000000.0,1240000000.0,993710000.0,294630000.0,1.722,25.327,0.735,1060000000.0,5.189,3290000000.0,1.399,34.73,1290000000.0,0.739421,0.09521,0.708,6880000.0,3.5,0.045596,6880000.0,N/A,61.44,173320000.0
374,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,10.436,N/A,0.49,3740000000.0,0.37153998,0.06179,0.02453000,17.33696,10.436,4160000000.0,4.567308,4.567308,1.12,0.03056764,0.03056764,7870000000.0,3530000000.0,9520000000.0,3740000000.0,33.878593,0.411,0.411,2120000000.0,0.28,9520000000.0,0.488,3.513,0.411,2.33204,0.00916,0.96300006,167050000.0,4.16,0.18539499,162040000.0,N/A,4.75,890900000.0
375,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,179.166,17.77,2.17,1.8822831,0.12074000,0.23563999,0.03387,0.10672,22.332,47250000000.0,15.368933,15.368933,4.06,0.10522336,0.10522336,19900000000.0,8670000000.0,8210000000.000001,2620000000.0,2.674,0.245,0.446,4890000000.0,1.1,48870000000.0,0.686,25.23,4910000000.0,0.056547,2.6,0.517,22190000.0,4.71,0.022376,22220000.0,N/A,47.49,994600000.0
376,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,31.711,18.18,0.80,3.8314483,0.0444,0.0688,0.0758,0.21290001,104.425,12380000000.0,15.968513,15.968513,2.32,0.19880211,0.19880211,15340000000.0,4600000000.0,1220000000.0,689370000.0,4.621,0.029,0.05,946080000.0,1.207,1020000000.0,1.352,21.839,912850000.0,1.14008,0.02724,0.737,2840000.0,3.33,0.02193900,2840000.0,N/A,83.675,147390000.0
377,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,66.974,N/A,3.12,0.96712303,0.14903,0.10298,0.01227,0.0624,8.255,5300000000.0,21.960396,21.960396,1.58,0.5052514,0.5052514,1360000000.0,530160000.0,399290000.0,259550000.0,1.244,1.499,1.499,387070000.0,0.002,3740000000.0,0.471,22.934,522150000.0,0.933547,0.10902,0.959,22550000.0,4.27,0.091974,20190000.0,N/A,22.18,243440000.0
378,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,54.109,18.75,1.82,2.3845391,0.09857000,0.11555999,0.04593999,0.12704,43.712,36010000000.0,15.781738,15.781738,1.59,0.2578174,0.2578174,19750000000.0,6350000000.0,3210000000.0,1950000000.0,4.293,0.091,0.007,2550000000.0,1.169,8220000000.000001,1.255,33.886,2630000000.0,1.45795,0.00301,0.765,7830000.0,3.6,0.017508,7240000.0,N/A,80.8025,447300000.0
379,N/A,N/A,aa,N/A,N/A,N/A,N/A,N/A,17.775,186.02,0.66,1.0952247,0.00356,0.07395,0.02718,0.01771,53.68,6370000000.0,13.486487,13.486487,0.22,0.3625002,0.3625002,9840000000.0,648880000.0,1450000000.0,0.186,0.186,0.247,0.247,4.364,4.364,1450000000.0,1.298,31.893,0.247,31.893,1.07,1.07,4050000.0,1.07,0.02198699,4670000.0,N/A,34.93,184240000.0
380,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,1.058,33.781,4.920,0.201,0.15274,0.29696,0.1196,2510000000.0,1.058,25210000000.0,24.545456,24.545456,1.52,0.3146342,0.3146342,5020000000.0,2510000000.0,1800000000.0,780570000.0,0.16,0.333,0.077,1720000000.0,0.049,5990000000.0,0.262,0.197,1670000000.0,1.28464,0.5999,0.23799999,259470000.00000003,10.53,0.173871,252100000.0,N/A,5.4,4670000000.0
381,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,2157.735,20.58,2.45,325.57443,0.11994000,0.18771,0.14445,6.46599,50.831,44260000000.0,18.528233,18.528233,3.36,0.0667606,0.0667606,18200000000.0,6650000000.0,4130000000.0,2180000000.0,6.06,0.047,0.002,3230000000.0,2.353,7810000000.0,0.872,0.383,3120000000.0,0.829785,0.00339,0.691,8130000.000000001,4.59,0.022964,7020000.0,N/A,124.695,354930000.0
382,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,41.143,17.45,2.84,2.0816004,0.16472,0.17999001,0.04698,0.12073,23.033,47760000000.0,15.177978,15.177978,1.18,0.4076215,0.4076215,16390000000.0,7010000000.0,4790000000.0,2760000000.0,3.781,0.35,0.065,5130000000.0,0.825,9450000000.0,0.196,31.718,5300000000.0,0.915302,0.27072,0.808,16180000.0,5.88,0.043024,16830000.0,N/A,66.0242,16180000.0
383,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,6967.097,25.44,1.34,1318.0891,0.05518000,0.07517,0.04817,2.4064798,148.843,1.246e+11,20.208984,20.208984,1.24,0.5768672,0.5768672,94570000000.0,13780000000.0,8920000000.0,5120000000.0,8.116,0.279,0.073,10500000000.0,15.251,10800000000.0,1.253,0.157,11320000000.0,1.21607,6.2,0.746,11420000.0,3.81,0.02066299,11280000.0,N/A,206.94,603580000.0
384,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,47.385,17.98,1.28,0.9444391,0.07872,0.16104001,0.03676000,0.06301,28.703,3760000000.0,0.07872,0.07872,0.2370441,0.2370441,0.2370441,2770000000.0,2770000000.0,542440000.0,219870000.0,2.18,0.167,0.167,539770000.0,10.947,2220000000.0,2.226,41.612,539770000.0,2.23451,0.00688000,0.90599996,5650000.0,6.07,0.075018,5590000.0,N/A,39.3,95870000.0
385,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,77.326,5.19,4.20,3.3539422,0.86311996,0.24914,0.06352,0.87517,8.132,39000000000.0,16.32353,16.32353,2.28,0.40031838,0.40031838,8980000000.0,6970000000.0,2940000000.0,7840000000.0,6.943,1.293,0.037,2830000000.0,6.24,8970000000.0,1.916,10.756,2770000000.0,1.62073,0.07307000,0.829,19710000.0,2.5,0.01956,19560000.0,N/A,36.075,1080000000.0
386,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,349.713,14.36,1.59,4.502031,0.10925,0.16870001,0.05842,0.32321,32.327,8860000000.0,12.286747,12.286747,1.52,0.04776311,0.04776311,3730000000.0,2270000000.0,1180000000.0,628040000.0,3.507,0.228,0.142,1170000000.0,2.753,6970000000.0,1.658,11.326,1290000000.0,0.967857,0.00497,0.826,15720000.0,8.09,0.089805,15810000.0,N/A,50.99,173670000.0
387,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,22.975,N/A,1.85,0.9091406,0.35499,0.198,0.03688,0.15898,18.081,12600000000.0,49.70149,49.70149,2.86,0.02439749,0.02439749,7250000000.0,1340000000.0,3210000000.0,2420000000.0,6.419,0.205,0.205,1140000000.0,3.892,3210000000.0,2.715,36.628,0.205,0.888793,0.00141,0.934,23120000.0,7.38,0.067754,23140000.0,N/A,33.3,380040000.0
388,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,174.72,16.39,1.21,8.816923,0.07559,0.13071,0.0585,0.42651,65.547,18710000000.0,14.974074,14.974074,2.04,0.04554057,0.04554057,15420000000.0,2750000000.0,2320000000.0,1170000000.0,4.905,0.133,0.025,1930000000.0,10.68,4990000000.0,0.897,9.171,2190000000.0,1.24673,0.00693,0.992,21180000.0,12.57,0.091524,19320000.0,N/A,80.86,232740000.0
389,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,16.759,15.55,3.35,1.2489862,0.22902,0.35142,0.00954,0.08027001,16.759,27720000000.0,12.833333,12.833333,1.83,0.34005165,0.34005165,9160000000.0,5330000000.0,15550000000.0,1830000000.0,3.671,0.083,0.067,10900000000.0,26.786,15550000000.0,8289999999.999999,45.621,1610000000.0,1.41531,0.00178,0.835,11010000.0,3.32,0.025139,10620000.0,N/A,56.98,483480000.0
390,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,463.186,5.66,3.91,1.0044647,0.70509005,0.90905,0.03535000,0.1966,4.772,3530000000.0,7.860041,7.860041,4.7,0.16979945,0.16979945,586210000.0,586210000.0,16270000000.0,623920000.0,3.32,0.907,33.559,552910000.0,0.498,16270000000.0,1.581,18.702,506500000.0,1.02384,0.04703000,0.597,3540000.0,1.52,0.018964,3670000.0,N/A,18.7855,187780000.0
391,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,41.179,128.43,1.12,0.80431104,0.00995999,0.04269,0.00277000,0.01353,49.748,58500000000.0,11.031413,11.031413,0.08,0.16802824,0.16802824,52370000000.0,15410000000.0,6130000000.0,0.492,0.492,0.075,0.075,2380000000.0,14.033,30750000000.0,2.39,78.589,7010000000.0,1.34048,3.1,0.877,19670000.0,2.33,0.02144200,18630000.0,N/A,63.21,922120000.0
392,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,22.971,24.47,1.65,0.284,0.07041,0.14458999,0.1146,45.2,22.971,12220000000.0,17.563635,17.563635,1.21,0.15868258,0.15868258,7360000000.0,2460000000.0,1200000000.0,1.58,1.58,0.344,0.033,1050000000.0,2.793,1.423,2.077,0.848,0.344,1.46613,0.01251999,0.92300004,6880000.0,2.67,0.021622,5030000.0,N/A,38.64,319950000.0
393,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,139.51,9.81,1.10,5.330051,0.11672,0.15905,0.12965,0.56352,75.018,34530000000.0,9.4381895,9.4381895,3.1,0.09036922,0.09036922,29180000000.0,5990000000.0,5950000000.0,3620000000.0,8.738,0.167,0.25,5610000000.0,4.166,9050000000.0,2.211,16.043,4920000000.0,0.961107,0.18581,0.76199996,10120000.0,3.45,0.030727,10900000.0,N/A,85.51,10120000.0
394,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,117.281,48.38,2.08,1.925321,0.04314,0.21291,0.03486,0.03969000,33.09,33920000000.0,17.848917,17.848917,7.87,0.01063531,0.01063531,16380000000.0,9410000000.0,5260000000.0,704400000.0,1.426,0.176,0.028,4520000000.0,0.605,20770000000.0,0.457,35.97,4530000000.0,0.147473,8.0000005,0.684,7080000.0,3.05,0.01440000,6100000.0,N/A,69.2538,491710000.0
395,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,38.096,18.73,3.52,2.6426654,0.19249001,0.28043,0.07676,0.14671999,15.753,83030000000.0,14.680629,14.680629,1.24,0.01299893,0.01299893,23550000000.0,13800000000.0,7880000000.0,4470000000.0,3.001,0.359,0.096,7400000000.0,6.756,11940000000.0,1.667,21.221,6120000000.0,1.52683,0.00166,0.821,26990000.0,2.27,0.018276,23360000.0,N/A,56.08,1480000000.0
396,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,53.039,24.38,0.63,3.3793044,0.02713999,0.03782,0.0438,0.14211,364.605,34520000000.0,19.674877,19.674877,1.65,0.54508424,0.54508424,54380000000.0,9370000000.0,2270000000.0,1480000000.0,9.812,3.458,0.003,1940000000.0,115.234,5430000000.0,1.653,70.914,5640000000.0,0.78097,0.0022,0.96300006,5630000.0,3.51,0.037829,6400000.0,N/A,239.64,144320000.0
397,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,92.756,20.67,2.69,1.9614185,0.13171,0.25129,0.03503,0.09897999,31.379,9490000000.0,18.908688,18.908688,3.18,0.06180763,0.06180763,3500000000.0,1510000000.0,1450000000.0,460890000.0,4.117,4.216,0.001,1020000000.0,0.027,4610000000.0,0.666,43.285,1020000000.0,0.231651,0.00474000,0.807,3920000.0,5.19,0.03535700,3870000.0,N/A,84.9,111560000.0
398,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,20.31,39.31,2.61,16.057058,0.06777999,0.10228,0.23131001,0.48738,20.31,1570000000.0,26.869347,26.869347,1.55,0.9608209,0.9608209,545450000.0,288460000.0,74320000.0,40060000.0,1.347,1.877,0.312,50600000.0,2.242,1.073,1.541,3.33,71590000.0,0.960685,0.01778,0.945,3320000.0,4.58,0.128158,2790000.0,N/A,53.47,29640000.0
399,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,98.737,15.71,1.07,1.7189901,0.06783,0.11076,0.05174,0.11217,51.673,12600000000.0,0.06783,0.06783,0.10168111,0.10168111,0.10168111,10950000000.0,2030000000.0,1360000000.0,793100000.0,3.421,0.04,0.188,507800000.0,3.738,7340000000.0,6.618,31.227,523429999.99999994,1.40642,0.02421,1.071,7220000.0,4.43,0.03633500,6320000.0,N/A,53.6789,203190000.0
400,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,97.822,36.68,6.04,4.06603,0.16742,0.27086002,0.05501999,0.1166,39.153,24250000000.0,23.746506,23.746506,1.7,0.37955916,0.37955916,3790000000.0,2330000000.0,1340000000.0,665300000.0,6.479,0.034,0.204,963780000.0,7.161,5840000000.0,1.113,58.519,1130000000.0,1.34264,0.01606,0.96199995,2480000.0,5.63,0.02821000,2990000.0,N/A,237.94,102030000.0
401,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,56.444,N/A,1.40,0.60880655,0.19812,0.22899,0.03028000,0.08644,6.555,2220000000.0,28.34375,28.34375,1.6,0.510137,0.510137,1380000000.0,752700000.0,483200000.0,304300000.0,1.306,0.608,0.608,663700000.0,1.407,2020000000.0,1.238,14.898,731400000.0,1.88306,0.05781,0.938,11780000.0,3.1,0.049395,12380000.0,N/A,9.07,240500000.0
402,N/A,N/A,pfg,N/A,N/A,N/A,N/A,N/A,30.268,14.76,1.51,1.7731824,0.10457,0.13961,0.00478,0.1273,42.99,18880000000.0,12.122449,12.122449,1.62,0.1270318,0.1270318,12390000000.0,5480000000.0,1920000000.0,1300000000.0,4.439,0.048,0.004,3860000000.0,12.186,3260000000.0,2.52,36.849,3490000000.0,1.51472,0.00358999,0.688,4160000.0,3.24,0.016274,4230000.0,N/A,65.34,288220000.0
403,N/A,N/A,sd,N/A,N/A,N/A,N/A,N/A,4.493,4.82,1.64,0.7816008,3.77078,0.11092,0.01473000,237660000.0,1.05,647780000.0,18.066038,18.066038,2.46,0.1270318,0.1270318,392260000.0,237660000.0,185620000.0,1470000000.0,3.943,0.074,0.074,46480000.0,4.431,37520000.0,1.252,24.501,180400000.0,24.501,3.38,3.38,668.75,3.38,0.02499500,787.09,N/A,19.15,35850000.0
404,N/A,N/A,schw,N/A,N/A,N/A,N/A,N/A,24.249,30.53,7.41,4.0335183,0.26237,0.40686,0.00976,0.12961,5.859,57560000000.0,21.96923,21.96923,1.32,0.61061275,0.61061275,7480000000.0,7480000000.0,4120000000.0,1880000000.0,1.41,0.345,0.18,2660000000.0,23.573,4120000000.0,0.321,10.621,2700000000.0,1.79106,0.1234,0.79800004,18950000.0,2.7,0.016034,19330000.0,N/A,42.84,1340000000.0
405,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,183.242,85.59,8.99,4.916082,0.10699,0.25948,0.02854,0.059,11.535,36630000000.0,67.231544,67.231544,3.69,0.01857215,0.01857215,3920000000.0,2480000000.0,2120000000.0,406280000.0,1.169,2.0,0.087,1780000000.0,0.56,13490000000.0,1.016,20.377,1790000000.0,0.239962,0.00725000,0.96199995,6590000.0,3.23,0.018312,6500000.0,N/A,100.175,366110000.0
406,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,145.61,14.43,1.37,2.6798146,0.09708,0.16804,0.06076000,0.19685,61.777,12510000000.0,10.604218,10.604218,1.29,0.20807278,0.20807278,9010000000.0,2350000000.0,2100000000.0,5.946,5.946,0.118,0.03,1390000000.0,1.351,6880000000.0,1.933,31.894,1390000000.0,1.30111,0.00679,0.855,4610000.0,3.97,0.031734,4070000.0000000005,N/A,85.47,145830000.0
407,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,78.855,32.87,3.73,3.232396,0.11582,0.15416999,0.04051000,0.1018,47.623,70500000000.0,17.689587,17.689587,1.79,0.15714467,0.15714467,18270000000.0,8370000000.0,4690000000.0,2170000000.0,5.482,0.386,0.109,3160000000.0,1.823,17190000000.0,1.367,55.711,3180000000.0,0.981601,0.00176,0.89599997,3290000.0,2.23,0.00841,3630000.0,N/A,180.08,391220000.0
408,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,3.287,N/A,0.93,0.68884474,0.02643,0.05382999,0.01822,0.00901,14.262,7680000000.0,26.38,26.38,5.96,0.09398186,0.09398186,8290000000.0,300750000.0,1.315,0.38,0.38,0.046,0.046,1850000000.0,3.18,1.315,1.529,19.148,0.046,2.00317,0.1065,0.878,7430000.0,3.78,0.019591,6640000.0,N/A,13.19,382480000.0
409,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,136.014,20.82,2.05,2.1064582,0.0994,0.19591999,0.03438,0.10314999,22.176,23300000000.0,0.0994,0.0994,0.04689657,0.04689657,0.04689657,11110000000.0,4290000000.0,3700000000.0,1120000000.0,2.204,0.0,0.063,3050000000.0,0.16,15060000000.0,0.71,21.802,2970000000.0,0.091202,0.00149,0.71800005,12210000.0,5.23,0.024103,10870000.0,N/A,45.925,507760000.0
410,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,30.766,16.91,2.28,1.918096,0.14050001,0.21434,0.02497,0.11891,33.43,9100000000.0,15.398809,15.398809,2.37,0.24798572,0.24798572,3930000000.0,1560000000.0,863450000.0,543190000.0,4.602,0.107,0.047,1400000000.0,1.562,1460000000.0,0.338,40.462,1520000000.0,0.922109,0.01985,0.78400004,1970000.0,4.45,0.017032,1970000.0,N/A,77.61,116980000.0
411,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,23.729,33.78,1.62,1.9427813,0.04759,0.02179,0.00837,0.05898,50.373,3.4305e+11,19.156557,19.156557,0.56,0.15113217,0.15113217,2.1861e+11,82510000000.0,26660000000.0,10040000000.0,2.397,1.208,0.318,22080000000.0,1.156,43610000000.0,0.808,41.808,25440000000.0,0.649723,0.00128000,0.501,33660000.0,3.36,0.007945,31400000.0,N/A,81.2238,4240000000.0
412,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,122.11,18.58,1.66,2.0568953,0.09035,0.14646,0.03407,0.10625,63.128,18940000000.0,18.55986,18.55986,4.31,0.07166254,0.07166254,10630000000.0,2800000000.0,2440000000.0,1020000000.0,5.682,0.627,0.261,2080000000.0,0.457,11830000000.0,1.4,51.252,2130000000.0,0.142963,0.00461,0.65099996,3480000.0,5.26,0.021798,3200000.0,N/A,105.42,179390000.0
413,N/A,N/A,pld,N/A,N/A,N/A,N/A,N/A,62.071,25.66,10.97,2.0888455,0.43782002,0.32612,0.01833999,0.07166999,5.221,30650000000.0,0.43782002,0.43782002,0.1367538,0.1367538,0.1367538,2530000000.0,1960000000.0,1810000000.0,1200000000.0,2.252,0.037,0.02,1420000000.0,0.746,10970000000.0,1.535,27.666,1490000000.0,0.979159,0.00923,0.976,5690000.0,2.62,0.012639,6080000.0,N/A,57.79,530320000.0
414,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,131.945,15.17,6.90,2.5340817,0.463,0.33918998,0.0247,0.0996,4.492,14750000000.0,37.61905,37.61905,9.67,0.08228189,0.08228189,2040000000.0,2040000000.0,1280000000.0,773810000.0,2.074,2.951,0.054,1210000000.0,1.631,8150000000.0,6.139,12.47,1140000000.0,0.639258,0.00202,0.89699996,14920000.0,4.36,0.03709100,11710000.0,N/A,31.6,468570000.0
415,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,70.704,28.95,3.82,15.070713,0.13469,0.18023,0.1851,0.55304,15.055,84770000000.0,24.11314,24.11314,1.8,0.00730693,0.00730693,21320000000.0,12800000000.0,5010000000.0,2960000000.0,2.022,0.152,0.06,4580000000.0,1.654,3970000000.0,1.23,3.872,4330000000.0,0.647567,0.02792,0.726,23520000.0,3.22,0.016596,21500000.0,N/A,58.3538,1450000000.0
416,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,145.093,13.69,1.77,2.857143,0.17499,0.32799,0.08458999,0.20896,14.409,11590000000.0,10.107693,10.107693,1.01,0.02584183,0.02584183,6500000000.0,4070000000.0,2470000000.0,1.912,1.912,0.124,0.033,1370000000.0,0.98,8100000000.0,1.689,9.198,1570000000.0,1.60075,0.01570000,1.152,30620000.0,7.81,1.04138,29150000.0,N/A,26.28,153770000.0
417,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,130.61,N/A,0.59,1.4019202,0.16102,0.02344000,0.00874,0.28264,30.21,1940000000.0,0.16102,0.16102,0.17142844,0.17142844,0.17142844,3130000000.0,162500000.0,242500000.0,522200000.00000006,4.864,0.143,0.143,43700000.0,1.468,1950000000.0,2.215,12.811,92400000.0,2.76501,0.0114,0.792,32100000.0,15.9,0.33213902,31180000.0,N/A,17.96,108820000.0
418,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,14.268,16.55,2.14,0.118,0.13468,0.23581,0.16150999,1810000000.0,14.268,6530000000.0,15.04067,15.04067,1.57,0.32655644,0.32655644,3040000000.0,1810000000.0,898150000.0,419910000.0,1.904,0.199,0.013,550090000.0,4.881,1520000000.0,1.433,0.294,550090000.0,0.119256,0.00370999,0.884,23560000.0,10.3,0.135455,25340000.0,N/A,31.435,207180000.0
419,N/A,N/A,mgm,N/A,N/A,N/A,N/A,N/A,128.483,14.75,1.89,2.844144,0.1299,0.1507,0.03346,0.15483,16.753,18240000000.0,20.10828,20.10828,3.49,0.35066605,0.35066605,9460000000.0,3960000000.0,2260000000.0,1240000000.0,2.152,2.015,0.237,1530000000.0,2.428,13100000000.0,1.023,11.1,1710000000.0,1.58959,0.2091,0.703,13580000.0,2.1,0.031037,12820000.0,N/A,31.57,574740000.0
420,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,156.916,N/A,6.29,10.692657,0.08456001,0.07425000,0.02317,0.24903,56.403,54130000000.0,580.1339,580.1339,1.6,0.45657694,0.45657694,5400000000.0,1600000000.0,530740000.0,722920000.0,4.769,1.351,1.351,123830000.0,24.392,9670000000.0,1.124,30.383,55970000.0,1.12409,0.22283001,0.62,30960000.0,4.6,0.295298,31690000.0,N/A,324.875,164260000.0
421,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,12.111,24.78,2.88,4.0120363,0.12067000,0.16767,0.10995,0.17035,22.814,40130000000.0,15.74074,15.74074,1.32,0.15832758,0.15832758,13490000000.0,5380000000.0,2710000000.0,1670000000.0,2.749,0.278,0.107,1620000000.0,7.256,1210000000.0,3.034,16.949,1830000000.0,0.97875,0.00448,0.916,13840000.0,3.16,0.023645,18890000.0,N/A,68.0,13840000.0
422,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,37.372,18.62,1.82,4.5655217,0.10165,0.18909,0.10524,0.26522,33.035,37540000000.0,12.825052,12.825052,1.29,0.44281054,0.44281054,20430000000.0,14290000000.0,5010000000.0,2080000000.0,3.334,0.281,0.012,4290000000.0,5.759,3070000000.0,0.625,13.568,4300000000.0,1.2126,8.1,0.77800006,11150000.0,2.75,0.02377799,11830000.0,N/A,61.945,604660000.0
423,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,57.886,29.43,7.13,6.710188,0.26497,0.29770002,0.09145000,0.24424,9.312,16940000000.0,24.31541,24.31541,3.05,0.42270434,0.42270434,2350000000.0,1640000000.0,762020000.0,622510000.0,2.32,0.076,0.067,934130000.0,13.39,1450000000.0,4.325,10.11,934130000.0,1.04902,0.00319,0.944,17890000.0,5.1,0.08089699,17390000.0,N/A,67.84,248070000.0
424,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,25.688,14.24,3.57,1.4293001,0.27816,0.38206002,0.01033,0.10142,25.688,3.2863e+11,12.133859,12.133859,1.65,0.46882915,0.46882915,90310000000.0,90310000000.0,604210000000.0,23510000000.0,6.496,0.222,0.091,20200000000.0,296.575,604210000000.0,92250000000.0,64.689,21540000000.0,1.21077,0.00551,0.76199996,27550000.0,2.14,0.00778900,24770000.0,N/A,92.46,3550000000.0
425,N/A,N/A,mck,N/A,N/A,N/A,N/A,N/A,67.817,7.32,0.18,3.1691802,0.02554,0.01745,0.03686,0.45859,898.339,35080000000.0,12.8683405,12.8683405,3.46,0.15485752,0.15485752,1.9853e+11,11270000000.0,4350000000.0,5190000000.0,22.724,7.874,0.044,4740000000.0,13.196,8539999999.999999,1.038,52.583,4740000000.0,1.23467,0.00291,0.865,3950000.0,2.0,0.02098400,4830000.0,N/A,166.645,211460000.0
426,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,66.159,N/A,0.95,2.1093433,0.01424999,0.0669,0.04409,0.05805,52.428,40710000000.0,14.24634,14.24634,1.22,0.08839816,0.08839816,37670000000.0,7310000000.0,13480000000.0,1140000000.0,0.747,0.535,0.535,1900000000.0,0.439,13480000000.0,1.232,20.667,0.535,1.405,2.72,2.72,11520000.0,2.72,0.01230800,11490000.0,N/A,43.5938,938110000.0
